title,authors,description,thumbnail,sku,publisher,price
Tàu Tốc Hành Ngôi Sao Đại Dương,Mark Haddon;Peter Sutton,"Joe và bố mẹ đang tận hưởng kỳ nghỉ hè bên bờ biển tại khách sạn Ngôi Sao Đại Dương. Trời xanh trong, nắng chói chang và Joe yêu tất cả những gì bãi biển mang lại. Nhưng khi sương mù kéo đến và mưa rơi, Joe bắt đầu ước mình được về nhà. Tuy nhiên, mọi thứ thay đổi khi chủ khách sạn mời Joe khám phá một thế giới kỳ diệu, chỉ cách đó vài bước chân. Căn gác tối đen như mực nhưng rồi trên đầu Joe, hàng ngàn ngôi sao tí hon bắt đầu lấp lánh và từ xa, cậu nghe thấy tiếng xình xịch của một đoàn tàu mô hình. Cả một thế giới sắp mở ra trước mắt Joe, một thế giới với những ngọn núi tuyết phủ, những sa mạc rộng lớn và những con thuyền đánh cá nhấp nhô.",http://books.google.com/books/content?id=I2QZAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,FMY400682,Nhà xuất bản Chính trị quốc gia Sự thật,3191575
Một Nhúm Nhỏ Thời Tiết,Joan Aiken,Một tuyển tập kỳ diệu và kỳ ảo các câu chuyện đầu tay của một trong những tác giả thiếu nhi độc đáo nhất thế kỷ 20. Dành cho lứa tuổi 8-11.,http://books.google.com/books/content?id=QiFhOBpYZoYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,CKM535110,Nhà xuất bản Giáo dục Việt Nam,3400380
Công chúa của Trường Chalet,Elinor Mary Brent-Dyer,,http://books.google.com/books/content?id=EJcQPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,YKC284426,Nhà xuất bản Tổng hợp TP.HCM,685526
Koko,Peter Straub,Koko là tác phẩm Peter Straub đi sâu vào nỗi kinh hoàng tâm lý của Chiến tranh Việt Nam.,http://books.google.com/books/content?id=QV_XQKj4OMkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,UWE044055,Nhà xuất bản Phụ nữ Việt Nam,4509214
Cây và Lá,John Ronald Reuel Tolkien,"Hai tác phẩm 'On fairy-stories' và 'Leaf by Niggle' lần đầu tiên được tập hợp thành cuốn sách 'Tree and leaf' vào năm 1964. Trong ấn bản mới này, một yếu tố thứ ba được bổ sung: bài thơ Mythopoeia, sự kiến tạo thần thoại... Trích Lời tựa.",http://books.google.com/books/content?id=aPb_AAIcwZ0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,WGU487518,Nhà xuất bản Trẻ,1490151
Đồng phạm,Agatha Christie,"Tuyển tập truyện ngắn nổi tiếng về Tommy & Tuppence, được tái bản với diện mạo mới nhân dịp ra mắt loạt phim BBC hoàn toàn mới về cặp đôi này.

Tommy và Tuppence Beresford luôn khao khát phiêu lưu. Vì vậy, khi được đề nghị tiếp quản Văn phòng Thám tử Quốc tế Blunt, họ đã không ngần ngại nắm lấy cơ hội. Sau vụ thu hồi thành công viên ngọc trai hồng, hàng loạt vụ án ly kỳ liên tiếp tìm đến họ: một vụ đâm dao tại sân golf Sunningdale; những tin nhắn bí ẩn trong mục tin nhắn cá nhân trên báo; và thậm chí là một hộp sô-cô-la tẩm độc.",http://books.google.com/books/content?id=L0bfy0zgkegC&printsec=frontcover&img=1&zoom=1&source=gbs_api,BIH516696,Nhà xuất bản Kim Đồng,3151123
Án Mạng ở Mesopotamia,Agatha Christie,"Vợ một nhà khảo cổ bị sát hại trên bờ sông Tigris ở Iraq… Rõ ràng Amy Leatheran nhận thấy có điều gì đó nham hiểm đang diễn ra tại khu khai quật Hassanieh ở Iraq; điều đó gắn liền với Lovely Louise, vợ của nhà khảo cổ học nổi tiếng Tiến sĩ Leidner. Trong vài ngày tới, Hercule Poirot dự kiến sẽ có mặt tại hiện trường khai quật. Nhưng khi Louise phải chịu đựng những ảo giác đáng sợ, và sự căng thẳng trong nhóm trở nên gần như không thể chịu đựng nổi, Poirot có thể đã đến quá muộn…",http://books.google.com/books/content?id=oFkbc7BbYN0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,GPF094856,Nhà xuất bản Kim Đồng,1800281
"Chúa tể những chiếc nhẫn, Sự trở về của Nhà vua",Jude Fisher,"Cẩm nang hình ảnh về phần phim thứ ba trong loạt phim Chúa tể của những chiếc nhẫn. Cuốn sách khổ lớn, in màu toàn trang này giới thiệu các nhân vật, địa điểm, phong cảnh, cổ vật, trận chiến và trang phục xuất hiện trong phim, đi kèm hình ảnh, thông tin chi tiết cùng các nội dung bổ sung độc quyền.",http://books.google.com/books/content?id=kNBnQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,BMJ339543,Nhà xuất bản Chính trị quốc gia Sự thật,120585
Mọi gia đình đều điên loạn,Douglas Coupland,"Trước thềm nhiệm vụ Tàu con thoi tiếp theo, một gia đình tan vỡ lại sum họp... Vừa ấm áp, dí dỏm lại sâu sắc, All Families Are Psychotic là tác phẩm Coupland thể hiện phong độ đỉnh cao.

Trong một nhà nghỉ bình dân cách Cape Canaveral một giờ, Janet Drummond uống thuốc và nhanh chóng kiểm tra xem các con mình đang ở đâu. Wade vừa ra khỏi tù; Bryan, người có ý định tự tử, sắp đến nơi bất cứ lúc nào cùng cô bạn gái Shw với cái tên thiếu nguyên âm; còn Sarah – một tia chớp bị đóng băng giữa không trung – đang ở Orlando để trở thành ngôi sao của nhiệm vụ tàu con thoi vào thứ Sáu. Với chồng cũ của Janet và cô vợ trẻ đẹp của anh ta cũng có mặt tại thị trấn, Janet dành một lúc để suy ngẫm về gia đình mình, và liệu mọi chuyện đã thực sự sai lầm ở đâu. Hay có lẽ, mọi chuyện không hề sai?",http://books.google.com/books/content?id=jYBsNp6NPVoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,XDJ009822,Nhà xuất bản Lao động,4754173
Chết trên mây,Agatha Christie,"Một phụ nữ bị sát hại bằng phi tiêu tẩm độc ngay trong khoang kín của một chiếc máy bay chở khách... Từ ghế số 9, Hercule Poirot có vị trí lý tưởng để quan sát những hành khách khác trên máy bay. Bên phải ông là một phụ nữ trẻ xinh đẹp, rõ ràng đang say mê người đàn ông ngồi đối diện; phía trước, ở ghế số 13, là một Nữ bá tước có thói quen dùng cocaine khó mà che giấu được; bên kia lối đi, ở ghế số 8, một nhà văn trinh thám đang bị làm phiền bởi một con ong hung hãn. Điều Poirot chưa nhận ra là phía sau ông, ở ghế số 2, là thi thể gục xuống, vô hồn của một phụ nữ.",http://books.google.com/books/content?id=M8iyckq4GQ0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,XTA394381,Nhà xuất bản Thanh niên,913412
Hẹn với Tử thần,Agatha Christie,"Một góa phụ người Mỹ đáng ghét bị sát hại trong chuyến đi đến Petra. Giữa những vách đá đỏ cao chót vót của Petra, như một pho tượng Phật sưng phù quái dị, thi thể bà Boynton nằm đó. Một vết chích nhỏ trên cổ tay là dấu hiệu duy nhất của mũi tiêm chí mạng đã giết chết bà. Chỉ còn 24 giờ để phá vụ án, Hercule Poirot nhớ lại một lời nhận xét tình cờ ông đã nghe được khi ở Jerusalem: bà ta phải bị giết. Bà Boynton quả thật là người phụ nữ đáng ghét nhất mà ông từng gặp.",http://books.google.com/books/content?id=lSYwsRkcw4YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,PIS528826,Nhà xuất bản Tổng hợp TP.HCM,2883349
Bữa Tiệc Hallowe'en,Agatha Christie,"Không ai chịu tin một cô bé khi cô bé khăng khăng mình đã chứng kiến một vụ giết người cho đến khi chính cô bé được tìm thấy chết đuối, và Hercule Poirot bắt tay vào truy tìm kẻ sát nhân.",http://books.google.com/books/content?id=Qlx98EGK_jMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,TPR671152,Nhà xuất bản Văn học,4367785
Giáng sinh của Hercule Poirot,Agatha Christie,"Simeon Lee – một người đàn ông tàn nhẫn, độc đoán và giàu có khét tiếng – bị phát hiện chết trong phòng ngủ khóa kín vào đêm Giáng sinh, với cổ họng bị cắt. Giờ đây, Hercule Poirot phải vận dụng tài suy luận của mình để giải mã một trong những vụ án rùng rợn nhất của ông – và ngăn chặn một kẻ sát nhân xảo quyệt đổ thêm máu.",http://books.google.com/books/content?id=EA0j4Jzn4vAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,ANU984519,Nhà xuất bản Thanh niên,1982702
Bộ Tứ Vĩ Đại,Agatha Christie,"A ruthless international cartel seeks world domination... Framed in the doorway of Poirot's bedroom stood an uninvited guest, coated from head to foot in dust. The man's gaunt face stared for a moment, then he swayed and fell. Who was he? Was he suffering from shock or just exhaustion? Above all, what was the significance of the figure 4, scribbled over and over again on a sheet of paper? Poirot finds himself plunged into a world of international intrigue, risking his life to uncover the truth about 'Number Four'.",http://books.google.com/books/content?id=wcOQUSWQEdUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,NDK837073,Nhà xuất bản Hội Nhà văn,3043199
The Thirteen Problems,Agatha Christie,The Tuesday Night Club is a venue where locals challenge Miss Marple to solve recent crimes... One Tuesday evening a group gathers at Miss Marple's house and the conversation turns to unsolved crimes... The case of the disappearing bloodstains; the thief who committed his crime twice over; the message on the death-bed of a poisoned man which read 'heap of fish'; the strange case of the invisible will; a spiritualist who warned that 'Blue Geranium' meant death... Now pit your wits against the powers of deduction of the 'Tuesday Night Club'.,http://books.google.com/books/content?id=MK9JNwoZAncC&printsec=frontcover&img=1&zoom=1&source=gbs_api,FTQ226220,Nhà xuất bản Lao động,3254760
They Do it with Mirrors,Agatha Christie,"Một vụ nổ súng nhắm vào một người đàn ông tại trại cải tạo thanh thiếu niên – nhưng lại có người khác bỏ mạng...
Bà Marple cảm thấy nguy hiểm khi đến thăm một người bạn sống trong biệt thự kiểu Victoria, nơi đồng thời là trung tâm cải tạo thanh thiếu niên. Nỗi sợ hãi của bà được xác nhận khi một thanh niên nổ súng lục vào quản trị viên Lewis Serrocold, nhưng cả hai đều không bị thương. Tuy nhiên, một vị khách bí ẩn, ông Gilbrandsen, lại kém may mắn hơn – bị bắn chết cùng lúc ở một khu vực khác của tòa nhà.
Liệu đây có phải là sự trùng hợp ngẫu nhiên? Bà Marple không nghĩ vậy, và quyết tâm khám phá lý do thực sự cho chuyến thăm của ông Gilbrandsen.",http://books.google.com/books/content?id=HUuQYGppZi8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,ITU140353,Nhà xuất bản Dân trí,1317064
Vụ Án Được Công Bố,Agatha Christie,"Dân làng Chipping Cleghorn kinh ngạc trước một mẩu quảng cáo trên báo địa phương ghi rằng: ""Một vụ án mạng được thông báo và sẽ diễn ra vào Thứ Sáu, ngày 29 tháng 10, lúc 6:30 tối tại Little Paddocks."" Không thể cưỡng lại, một đám đông bắt đầu tụ tập tại ngôi nhà vào đúng giờ đã hẹn. Nhưng khi một người đàn ông bị sát hại trong một vụ việc có vẻ là cướp bất thành, cô Marple liền vào cuộc.",http://books.google.com/books/content?id=QEEvzeAkdzoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,TNT396593,Nhà xuất bản Alpha Books,1387523
Chiếc Gương Nứt Nẻ Khắp Mặt,Agatha Christie,"Vừa mới phút trước, Heather Badcock còn đang thao thao bất tuyệt với thần tượng điện ảnh của mình, Marina Gregg quyến rũ. Ngay sau đó, Heather lên cơn co giật dữ dội. Nhưng rốt cuộc, liều thuốc độc chết người đó thực sự nhắm vào ai? Gương mặt chết lặng của Marina cho thấy cô đã chứng kiến một điều kinh hoàng. Nhưng trong khi những người khác mải mê tìm kiếm tang chứng vật chứng, Jane Marple lại tiến hành một cuộc điều tra rất khác – đi sâu vào bản chất con người.",http://books.google.com/books/content?id=lTYId7FIJEsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,BXW135148,Nhà xuất bản Trẻ,4721613
Bà McGinty đã Chết,Agatha Christie,"Một bà góa già bị sát hại dã man trong phòng khách ngôi nhà nhỏ của bà. Bà McGinty chết vì một cú đánh tàn bạo vào sau gáy. Nghi ngờ ngay lập tức đổ dồn vào người thuê nhà đáng ngờ của bà, James Bentley, người mà quần áo dính máu và tóc của nạn nhân. Thế nhưng có điều gì đó không ổn: Bentley trông không giống một kẻ giết người. Poirot tin rằng ông có thể cứu người đàn ông thoát án tử hình – điều ông không nhận ra là chính mạng sống của mình đang gặp nguy hiểm lớn...",http://books.google.com/books/content?id=gcS0d5HhGEEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,NKH689326,Nhà xuất bản Phụ nữ Việt Nam,1061999
Bị Cuốn Theo Dòng Nước Lũ,Agatha Christie,"Vài tuần sau khi kết hôn với một góa phụ trẻ quyến rũ, Gordon Cloade thiệt mạng thảm khốc trong một vụ đánh bom thuộc đợt không kích Blitz ở London. Chỉ sau một đêm, bà Underhay trước đây nắm giữ toàn bộ gia sản của gia đình Cloade. Ít lâu sau, Hercule Poirot tiếp đón chị dâu của Gordon Cloade, người khẳng định mình đã được các linh hồn mách bảo rằng người chồng đầu tiên của bà Underhay vẫn còn sống. Poirot bắt đầu nghi ngờ khi được yêu cầu tìm một người mất tích chỉ dựa vào những chỉ dẫn từ thế giới tâm linh. Nhưng điều khiến Poirot băn khoăn nhất lại là động cơ thực sự của người phụ nữ này khi tìm đến ông.",http://books.google.com/books/content?id=3gWlxIFlMEwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,GJZ064177,Nhà xuất bản Chính trị quốc gia Sự thật,3537957
